"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance","happiness"
"Female",0,2,1,0,0,0,1,0,1,0,-2,2,1,1,0,1,0,0,1,1,1,1,-2,-2,1,0,1,0,1,2,-2,-2,1,-2,-1,0,1,1,0,1,1,1,0,0,1,1,0,1,-2,1,-2,0,-1,2,0,1,1,-2,0,1,0,-2,0,0,-2,"No","They complement each other","Always","Yes, I have both","At least once a week","Always",1,0,2,1,2,2,1,0,0,0,1,0,1,1.33755
"Female",0,1,0,1,1,2,1,1,1,2,0,1,1,0,1,1,1,0,1,2,0,2,0,-2,1,1,2,0,-2,2,0,1,1,0,0,1,-2,2,0,-2,1,0,1,2,1,0,1,1,-2,1,2,-1,0,0,0,0,1,1,-2,0,2,0,2,0,2,"Yes","They are separate","Sometimes","Yes, I have family","At least once a week","Never",2,2,0,2,2,2,1,1,1,1,1,2,1,-2.11047
"Female",0,0,-2,1,2,-2,1,-2,0,-1,1,-2,-1,1,2,1,-2,2,-1,0,-1,0,0,1,0,-1,-1,-1,2,0,-1,0,-1,-2,-1,0,-2,0,0,-1,-1,1,0,0,-1,1,-2,0,-1,-2,-2,-1,1,0,0,2,1,-1,1,0,2,-1,2,2,2,"Yes","They complement each other","Rarely","Yes, I have family","More than three times a week","Always",1,2,1,2,1,0,1,0,0,1,0,0,0,5.12389
"Male",0,1,2,0,0,-2,0,0,2,0,1,2,0,-2,0,0,1,-2,2,1,1,-2,-1,2,0,0,0,1,0,0,0,1,0,-1,1,0,0,2,-1,0,2,1,-2,2,0,0,-2,0,-2,1,1,0,1,0,0,0,-2,1,-1,1,1,-1,1,2,-2,"No","They complement each other","Sometimes","Yes, I have both","More than three times a week","Never",1,2,2,2,2,1,2,0,1,0,1,1,0,-10.2777
"Male",0,-2,-1,1,1,1,2,-2,1,1,0,0,-1,-1,2,2,0,-1,-2,1,-1,0,-2,0,2,1,-1,1,0,0,-2,2,0,-2,-1,1,-2,0,0,-2,1,1,-1,2,-2,1,-2,1,-1,1,1,-2,0,0,1,1,-2,0,-2,0,1,-2,2,1,2,"No","They complement each other","Always","Yes, I have family","More than three times a week","Rarely",-2,2,2,1,1,2,1,1,2,2,2,2,1,2.01688
"Male",-2,-2,0,-2,1,0,0,-2,0,-2,0,0,1,0,0,0,1,1,-1,0,0,-2,1,1,0,0,0,-1,-1,0,-2,0,0,-2,-2,0,0,0,0,0,0,0,-1,0,1,1,0,2,-2,0,0,0,1,2,1,-2,0,2,0,0,1,0,1,1,-2,"Yes","They are separate","Sometimes","Yes, I have family","More than three times a week","Sometimes",0,1,1,0,0,-1,0,0,1,1,2,1,-1,-12.6907
"Male",-1,-1,-2,1,2,1,2,-1,-1,-2,-1,0,-1,1,-2,0,0,-2,0,1,0,1,0,-2,0,0,-2,-1,1,1,-1,-1,0,0,1,2,-1,1,-1,0,2,0,-2,1,-1,1,-2,1,-1,-2,-1,0,2,1,0,1,0,2,0,-2,1,-2,1,1,0,"No","They complement each other","Always","Yes, I have both","At least once a week","Never",1,2,0,0,1,1,2,2,2,0,0,1,1,7.15037
"Female",0,-2,1,2,0,1,0,-1,-1,2,2,-2,0,1,1,1,-2,2,1,1,0,-1,-2,0,0,0,-2,0,-1,1,-2,0,0,-2,-1,1,-1,0,1,-1,0,2,0,1,0,0,-2,1,-1,0,2,-2,-2,0,0,1,1,-2,0,1,0,-2,0,1,1,"Yes","They complement each other","Never","Yes, I have both","More than three times a week","Never",0,2,1,0,0,0,1,1,2,1,-2,0,0,-18.8073
"Male",-2,-2,0,1,0,1,1,-2,-1,-1,-2,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,-1,1,1,0,-1,0,0,-2,1,1,0,1,-1,-2,0,1,-2,0,-1,1,-1,0,-1,0,1,-2,1,1,0,2,2,-2,0,0,1,-1,-2,0,1,"Yes","They complement each other","Sometimes","No","No","Never",1,1,0,1,1,0,1,0,0,0,0,0,1,0.571701
"Female",0,0,-2,1,2,2,1,0,1,0,1,1,-2,1,1,0,-2,1,1,1,1,1,-2,-2,2,2,0,1,2,1,0,1,1,0,1,1,2,1,1,0,2,0,0,1,-2,2,1,2,-2,1,1,0,0,0,0,2,2,0,-1,1,2,-1,2,1,2,"No","They complement each other","Sometimes","Yes, I have friends","Rarely","Never",1,2,1,2,2,2,2,0,2,0,1,2,2,0.024934
"Male",0,0,0,-2,-2,0,0,1,1,1,0,0,2,2,0,0,-1,-2,1,0,1,0,-1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,-2,1,2,1,1,2,1,0,0,0,1,1,2,0,-2,1,-2,1,1,1,0,"Yes","They complement each other","Rarely","Yes, I have both","At least once a week","Rarely",2,-2,2,2,2,0,2,-2,1,0,1,1,2,7.13781
"Male",-2,-2,0,-2,2,1,1,-2,0,-2,2,2,0,2,0,0,-2,-2,0,1,0,-2,-1,2,0,1,0,1,2,-1,0,2,1,-1,-2,0,1,2,1,1,1,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,1,1,1,1,2,0,-2,2,1,-2,"Yes","They are separate","Sometimes","Yes, I have friends","More than three times a week","Rarely",0,1,1,1,1,-2,1,0,1,0,1,2,1,-0.0588536
"Female",0,1,0,0,0,0,2,1,0,-2,-2,1,1,0,0,0,1,0,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,-1,0,0,-2,0,0,1,2,-2,1,-2,-2,0,0,1,-2,0,0,0,"No","They complement each other","Sometimes","Yes, I have both","More than three times a week","Rarely",0,2,1,1,1,0,1,0,0,0,-2,1,2,-1.15445
"Female",-2,1,0,0,1,0,1,0,-2,0,0,-1,-2,0,1,-2,0,-1,-2,0,-1,0,0,0,0,-1,0,-1,0,1,-2,-2,1,0,1,1,1,1,0,0,0,1,0,1,1,1,-1,0,-2,-2,-1,0,1,0,0,1,0,2,-2,2,1,-2,1,1,0,"Yes","They conflict","Never","Yes, I have both","More than three times a week","Never",1,2,-1,1,1,-2,0,1,1,2,0,1,0,-3.44472
"Female",-2,1,-2,-2,1,0,0,0,-2,0,-2,2,1,0,0,-2,-2,-1,-2,0,0,0,0,1,0,0,1,-1,0,0,1,0,1,-1,-1,1,1,1,2,1,0,2,0,0,-2,0,0,2,-2,1,1,-2,0,1,0,0,-2,2,1,1,0,0,1,1,0,"Yes","They are separate","Rarely","Yes, I have family","No","Never",0,0,-1,1,1,1,1,0,1,2,-2,1,1,-21.9038
"Female",0,0,-2,1,1,0,1,0,1,1,1,2,-2,0,-2,0,-1,0,2,1,-2,0,-2,2,2,0,-2,0,-2,1,-2,2,1,-1,0,1,-2,1,-1,0,0,2,-2,1,0,1,-2,0,-2,1,0,-2,0,0,2,1,1,0,-1,1,1,-1,0,1,1,"Yes","They conflict","Sometimes","Yes, I have family","At least once a week","Rarely",1,0,2,1,2,2,2,1,2,0,1,1,2,7.4721
"Female",0,-1,-1,2,1,0,2,-1,2,2,1,1,-1,0,2,-1,1,-2,1,1,-2,0,-1,0,2,0,-1,0,1,1,0,0,1,0,-2,1,1,2,0,0,1,0,-2,2,-2,2,-2,1,-2,1,0,1,-2,0,0,1,0,1,0,1,0,-2,2,1,1,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Never",0,2,0,2,2,2,1,0,1,1,1,2,2,7.46829
"Female",-2,1,0,0,1,0,1,2,-1,-1,-2,0,0,1,0,0,1,1,0,-1,0,0,1,0,-2,-1,0,-1,0,0,0,-1,0,-2,0,1,0,-1,0,-2,0,-2,1,0,-1,-1,-1,0,-1,-2,-2,0,-1,0,0,2,1,-2,1,1,1,-2,-2,0,-1,"Yes","They are separate","Sometimes","Yes, I have both","More than three times a week","Sometimes",2,1,0,1,1,2,0,-2,-2,0,-2,-1,2,-3.65182
"Male",-1,-2,-2,1,0,1,0,0,-2,0,-2,-2,0,1,0,-2,-1,-2,2,-1,0,0,-2,-2,0,-2,0,0,-2,0,-1,0,0,-1,0,1,1,1,0,1,0,0,1,0,-2,2,1,0,0,1,0,1,2,1,1,0,0,0,-1,0,0,-2,1,1,2,"No","They conflict","Sometimes","Yes, I have both","At least once a month","Never",1,0,0,2,2,1,1,1,1,-2,0,1,1,8.08268
"Female",-1,-1,-1,-2,0,0,1,0,1,-2,-1,-2,0,0,1,0,0,1,-2,1,-1,2,-2,1,1,1,1,2,2,1,-1,1,1,0,-2,0,-1,2,-2,-1,2,1,-1,1,-2,0,0,0,1,-2,0,-2,1,2,2,0,0,1,1,1,0,-2,1,2,1,"Yes","They are separate","Sometimes","Yes, I have both","At least once a week","Never",2,1,0,1,1,0,1,2,0,0,1,2,-1,3.52315
"Male",-2,-1,-1,2,1,1,0,1,1,1,-2,1,0,2,1,2,-1,0,0,2,-1,1,-1,1,1,2,-1,2,0,0,-1,1,1,-1,-1,2,-1,1,-2,-2,1,0,-1,2,0,1,-1,1,-1,2,2,-1,-2,-1,2,2,2,-2,-2,1,1,-1,2,1,2,"Yes","They are separate","Sometimes","Yes, I have friends","No","Rarely",2,0,2,2,1,1,2,1,1,2,2,1,2,10.4737
"Female",0,0,2,-2,1,-1,-2,-1,-2,0,0,-1,1,-1,-1,-1,2,2,-2,0,2,-1,2,0,-2,-1,0,-1,0,-1,2,-1,0,0,-2,-1,0,-1,0,1,-1,0,-2,-2,-2,2,-2,-1,0,0,0,-2,0,1,-2,0,-2,0,-1,-2,0,0,-2,0,-2,"No","They complement each other","Never","No","No","Always",0,1,1,0,0,1,0,1,0,0,0,-1,0,-11.7723
"Male",-1,-2,0,-2,0,1,0,-2,0,0,0,0,0,0,1,-2,2,1,1,1,0,1,0,0,-2,-1,0,0,1,1,-2,0,1,0,0,1,0,1,-1,0,0,0,-2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-2,1,0,-2,2,1,0,"Yes","They complement each other","Rarely","Yes, I have family","At least once a week","Always",0,2,1,1,1,0,0,-2,0,-2,-2,2,0,16.0106
"Male",-1,-1,-1,1,2,1,2,-1,0,1,-2,0,-1,0,1,1,0,-1,0,-1,-2,0,0,0,0,-2,-1,0,1,0,-2,0,1,-1,-1,0,-1,1,-1,-1,1,-1,-1,2,-1,0,-1,0,-1,1,-2,-2,-1,-2,1,1,0,-1,-2,1,1,-1,1,2,1,"Yes","They are separate","Always","Yes, I have both","At least once a month","Always",1,2,2,1,2,2,1,2,1,1,1,1,1,18.4352
"Male",-2,-2,-2,0,1,2,1,-1,1,-2,1,0,0,1,1,1,-1,-2,0,1,1,0,0,0,1,1,0,2,2,1,0,2,1,-2,-2,0,1,2,-2,1,1,1,-2,1,-1,1,-2,1,0,0,1,1,0,-2,0,0,0,0,0,1,1,0,0,1,2,"Yes","They complement each other","Sometimes","Yes, I have both","More than three times a week","Always",0,2,1,1,1,0,2,2,1,-1,0,1,1,-7.36281
"Female",-2,-1,-1,1,0,-2,0,-2,-1,1,0,-2,1,-2,0,-2,-2,0,0,0,1,1,0,2,0,1,0,1,0,0,1,1,0,-1,-2,1,0,1,-2,2,1,0,1,0,0,0,0,1,-2,1,1,2,-2,1,0,0,0,0,1,0,0,0,0,1,1,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Always",2,-2,0,1,1,2,1,1,0,1,0,0,0,11.583
"Male",-2,-1,0,2,0,-1,1,-1,1,1,-2,-1,1,0,0,-2,0,2,2,-1,-2,-1,0,2,-2,0,0,-1,0,0,-2,0,0,-1,0,0,0,1,0,-2,0,1,-2,0,0,1,-2,-1,-1,-2,1,-2,1,0,1,0,0,0,0,1,0,-1,1,1,0,"Yes","They are separate","Sometimes","Yes, I have both","At least once a month","Never",-2,-2,0,1,0,-1,0,0,0,1,1,0,-1,-8.60762
"Female",-1,0,-2,0,1,0,1,-2,-2,1,2,0,0,-1,-2,0,2,1,1,0,-2,0,1,-2,0,-2,-1,-1,0,0,0,0,0,-1,-2,0,1,0,-1,1,1,2,-2,0,-2,1,-2,0,-1,0,-2,0,0,1,0,0,0,0,-2,0,1,-2,0,0,-2,"No","They complement each other","Sometimes","No","At least once a week","Rarely",2,2,1,2,1,1,1,0,1,-2,-2,0,0,-6.47509
"Male",1,-2,0,-2,0,0,-2,0,1,0,1,-2,1,1,0,1,-1,0,-2,0,0,-2,0,1,1,2,0,0,1,0,1,0,0,0,-2,0,1,0,2,2,0,0,1,0,1,1,1,1,0,0,0,1,0,-2,1,0,1,0,1,0,0,0,0,0,1,"Yes","They are separate","Never","Yes, I have friends","Rarely","Sometimes",-2,1,-2,0,0,0,0,0,0,1,1,0,1,-24.7067
"Male",1,0,2,-2,1,0,1,2,0,2,0,1,2,1,-2,-2,2,2,2,-1,2,-1,1,2,0,-1,2,0,-1,0,2,-2,1,1,2,-1,2,0,1,1,0,1,2,-2,1,0,1,-1,1,0,-2,0,1,2,-2,-2,-2,2,-2,0,0,0,0,-1,-1,"No","They complement each other","Never","Yes, I have both","At least once a week","Rarely",-1,1,1,1,1,-2,-1,0,0,-2,1,0,0,-6.79057
"Female",1,1,0,1,0,0,0,1,0,-2,0,1,-2,0,1,1,2,0,1,1,0,0,1,-1,0,0,0,0,0,-1,1,1,0,-2,-2,1,2,0,-2,0,1,1,0,0,-2,0,0,1,0,0,1,2,1,2,-2,0,-2,0,1,1,0,-1,0,1,1,"Yes","They complement each other","Sometimes","Yes, I have family","At least once a month","Sometimes",1,0,0,1,0,2,1,1,1,0,-1,-1,1,-16.4977
"Male",0,1,0,-2,1,0,0,1,-2,0,-2,-2,0,0,1,0,2,2,1,0,2,0,0,0,0,-2,1,1,1,0,0,0,0,0,2,0,1,2,0,0,1,1,1,-1,-2,0,0,-1,0,1,1,1,2,2,0,1,1,2,-2,0,0,0,1,1,0,"Yes","They complement each other","Sometimes","Yes, I have both","No","Always",2,1,1,2,2,1,0,-1,1,0,1,1,1,16.0174
"Female",-1,-2,-1,1,1,0,0,-2,0,-2,-2,2,-1,0,1,0,-2,-1,-2,1,-1,1,0,-2,0,0,-2,-1,0,1,-2,0,1,-1,-1,2,0,1,1,0,1,0,-2,1,0,1,-1,1,-1,1,0,-1,-1,-2,0,1,1,-1,-2,0,2,-2,0,1,2,"No","They complement each other","Never","Yes, I have both","At least once a month","Rarely",1,1,0,1,1,-2,1,1,0,2,1,1,1,-4.72879
"Male",0,-1,-1,2,1,2,2,-1,1,0,0,-2,0,-2,1,1,0,-1,2,0,-2,1,-1,1,0,1,-2,1,0,1,1,2,0,-2,0,1,0,1,0,-1,0,-1,0,1,0,1,-1,2,0,0,0,-2,0,0,0,1,-2,-2,-1,1,1,-1,0,1,2,"Yes","They are separate","Sometimes","Yes, I have both","At least once a week","Sometimes",1,2,1,1,2,2,1,2,1,0,2,2,2,5.65265
"Male",-2,-2,-2,-2,1,0,1,-2,2,0,-2,1,1,2,0,2,0,0,1,1,0,-2,-2,1,2,-2,0,0,0,0,0,0,1,-1,-2,0,0,1,0,1,1,0,0,1,-2,1,1,1,-2,1,1,0,-1,-2,1,1,1,-2,-1,2,0,-2,1,1,-2,"No","They conflict","Rarely","Yes, I have both","At least once a month","Never",1,0,2,1,2,1,2,0,1,0,2,1,1,-9.02642
"Male",-2,-2,-2,2,2,-2,2,-1,0,0,-1,1,0,-2,1,1,-2,0,1,1,-1,0,-1,2,0,0,0,0,1,0,0,1,0,-1,-1,0,0,2,0,1,2,0,-2,1,0,0,-2,1,-1,1,0,-1,-2,-2,1,2,1,-2,-2,2,1,-1,1,1,-2,"No","They conflict","Sometimes","Yes, I have family","More than three times a week","Always",1,1,1,2,2,1,2,1,1,0,1,2,1,-3.7385
"Female",-2,-1,0,2,2,2,1,-2,2,0,0,2,-2,0,-2,1,-1,-1,1,0,0,0,-1,0,1,1,0,2,0,2,0,2,2,-1,0,1,-1,2,-1,-2,2,1,-2,1,-2,0,-1,1,0,1,0,-2,-2,-2,0,1,0,-1,-1,1,1,-1,0,1,0,"Yes","They conflict","Never","Yes, I have both","At least once a month","Sometimes",1,-2,1,1,1,0,2,2,1,1,2,1,2,-1.79622
"Female",-2,0,-2,0,1,-2,0,0,2,1,-2,0,0,0,0,0,0,-1,0,1,0,-2,0,-1,0,0,-1,-1,0,1,0,0,1,-1,-2,1,-1,1,0,-1,1,0,-2,2,0,2,0,1,1,1,1,-2,0,1,2,0,0,-2,-1,0,1,-2,1,0,1,"Yes","They are separate","Rarely","Yes, I have family","At least once a month","Sometimes",0,0,1,1,1,-2,0,2,-2,0,1,1,0,3.10113
"Male",-2,-2,-1,-2,2,1,2,-2,1,2,1,-2,-1,1,1,2,-1,-1,-2,0,0,0,-1,2,-2,-2,-2,0,0,0,2,-2,-1,-1,-1,1,-1,1,-2,0,1,-2,-1,1,-2,0,-1,0,-1,1,0,-1,-1,-1,1,2,2,0,-1,2,0,-2,1,2,1,"Yes","They complement each other","Never","Yes, I have both","At least once a month","Always",0,0,2,1,0,1,1,2,1,2,2,1,2,11.619
"Male",0,0,1,0,2,0,1,0,1,0,0,2,1,0,0,0,0,-2,1,0,0,-1,-1,1,2,1,-2,1,-2,0,-2,-2,1,-2,-2,2,1,1,-2,1,1,0,-2,1,0,-1,-2,0,-2,1,1,0,0,0,1,1,0,-2,0,0,1,0,1,-1,0,"No","They are separate","Never","Yes, I have family","Rarely","Rarely",-1,0,1,0,1,1,1,0,1,1,0,0,1,8.84933
"Male",-1,-2,0,1,2,1,1,0,1,1,-2,1,-1,0,2,1,0,-1,1,1,-2,1,-1,-2,0,-2,0,0,1,1,-2,-2,0,-1,-2,2,-1,2,-1,-1,2,-1,-1,2,-1,1,0,2,-1,1,1,0,0,0,1,1,-2,2,0,2,1,-2,1,2,2,"No","They are separate","Never","Yes, I have both","More than three times a week","Never",2,2,0,2,2,2,2,2,2,0,0,2,1,5.92471
"Male",-1,-1,0,0,0,-2,-2,-1,1,0,-2,0,-2,-2,0,1,1,0,-2,0,0,0,0,1,0,-2,0,0,-2,1,0,0,0,1,-2,1,-2,1,-2,2,0,0,-1,0,-2,1,-1,2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"No","They complement each other","Never","Yes, I have both","Rarely","Never",1,1,0,1,1,0,1,2,1,0,1,1,1,12.5821
"Male",-1,-2,-1,1,1,1,1,-2,1,1,1,2,-1,1,2,2,-2,-1,0,2,-1,0,-2,2,1,0,-1,2,2,1,-2,1,2,-1,-1,2,0,2,-1,-2,2,1,-1,2,-1,1,-1,1,-2,2,2,-2,-1,-2,2,1,2,-2,-2,1,2,-1,2,0,1,"No","They conflict","Sometimes","No","At least once a month","Always",1,-2,2,1,1,1,2,1,-2,2,2,2,2,9.46547
"Female",0,1,2,1,2,-2,2,1,-2,2,0,0,1,2,0,1,2,2,-2,0,0,-1,1,2,-2,-2,1,0,0,-1,2,-2,-1,-1,-2,0,0,0,-2,1,1,1,0,0,-1,0,0,0,-1,-2,-1,-2,-2,-2,0,0,0,0,-2,0,0,-2,0,0,-1,"No","They complement each other","Always","Yes, I have both","At least once a week","Never",0,2,2,1,1,0,0,0,2,-2,-2,0,1,-15.6833
"Female",-2,0,-2,1,1,0,0,1,0,0,0,0,-2,0,1,1,1,-1,-2,1,1,2,0,0,0,-2,0,0,1,0,0,0,1,-1,-2,1,-2,0,0,-1,1,0,-2,1,-1,2,-2,1,1,-2,0,-2,-1,-2,-2,1,0,-2,-1,1,1,-1,2,1,1,"No","They complement each other","Sometimes","Yes, I have both","At least once a week","Never",2,1,0,1,0,2,0,2,0,1,2,2,1,-2.67245
"Female",-2,-1,-1,0,1,0,1,0,-2,0,1,0,1,-2,1,1,-2,-2,1,-1,0,-2,-2,2,0,-2,1,0,0,0,1,0,0,0,-1,0,-2,1,-2,0,1,0,0,1,-2,0,0,0,0,2,0,-2,0,0,1,1,0,0,0,1,0,-2,1,2,1,"Yes","They are separate","Sometimes","Yes, I have both","At least once a month","Rarely",1,0,1,1,2,2,2,1,0,-1,0,1,2,-5.16621
"Female",1,2,2,-2,1,1,1,1,-2,-1,2,0,1,-2,2,0,0,0,-1,1,0,0,1,2,-2,0,0,-1,0,0,-2,0,-1,1,-2,0,2,0,-2,-2,1,0,-2,0,1,1,0,-1,-2,-2,-2,0,0,2,-2,0,-2,2,-2,0,0,0,-2,1,-2,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Rarely",1,1,-2,1,2,-2,0,1,0,1,-2,0,0,-8.57165
"Male",0,0,1,0,0,0,0,-2,2,0,-1,-2,1,0,-2,0,-2,0,0,-1,2,-1,-1,-2,0,-2,-2,1,-2,0,0,2,1,-2,-2,0,1,2,0,2,1,-2,-2,1,1,1,1,1,1,-2,-1,1,0,-2,-2,-2,-2,-2,-1,1,0,-2,-2,0,0,"No","They conflict","Rarely","Yes, I have family","More than three times a week","Rarely",0,0,0,1,1,0,1,1,-2,-1,2,1,1,1.29124
"Female",-1,1,1,0,0,0,1,-2,1,0,-2,-2,2,-1,-2,-1,2,2,-2,-1,1,-1,2,2,-1,-1,0,-1,-1,0,0,-2,1,-2,0,0,2,0,1,2,-1,1,1,-1,0,1,-1,-1,-2,-2,-2,0,0,1,-1,1,-2,0,-2,-2,1,-1,-2,2,0,"No","They conflict","Rarely","Yes, I have both","At least once a month","Sometimes",1,2,1,1,0,0,0,-1,-2,0,0,0,1,-10.4097
"Male",-2,0,-1,0,0,1,2,0,2,0,-2,2,-2,-2,1,2,-2,-1,-2,1,-1,1,0,0,1,2,-2,1,2,0,-1,1,1,-1,-1,1,0,1,0,-2,0,-2,0,1,0,1,-2,2,-1,1,0,-2,-1,-2,1,2,1,-1,-2,1,1,-1,1,0,1,"Yes","They complement each other","Rarely","Yes, I have family","More than three times a week","Sometimes",1,1,1,1,1,2,1,1,0,1,0,1,2,-5.79015
"Female",-2,1,0,0,1,-2,0,-2,-2,1,1,1,-2,-2,1,1,2,0,0,1,0,-2,0,1,-2,1,-2,0,1,1,1,0,0,-1,0,0,0,0,0,-1,0,-2,-2,1,0,1,0,0,0,1,1,-2,-1,1,1,1,0,0,-1,2,1,0,0,1,1,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Always",0,1,0,0,1,0,0,-2,-2,2,-2,0,-1,-8.2993
"Male",0,0,0,1,2,0,1,0,1,0,0,-2,-2,2,1,2,0,0,1,-1,0,0,-2,2,1,0,1,1,1,0,1,0,0,-1,-2,-1,0,1,1,1,0,1,-2,1,-1,0,-2,1,-2,2,0,0,-2,0,2,1,1,-2,0,0,0,-2,0,-1,-2,"No","They complement each other","Sometimes","Yes, I have family","At least once a week","Rarely",2,1,2,1,1,0,1,1,0,-2,1,1,0,-6.62525
"Male",-1,-1,-1,0,1,2,0,-1,0,0,-1,-2,-1,-2,0,-2,2,-2,-2,1,0,1,-2,-2,0,-2,-2,2,0,-1,0,0,0,0,-2,1,0,1,0,-1,1,1,-1,1,1,1,-1,1,0,0,-2,-2,1,2,1,1,1,1,1,0,2,-2,1,1,1,"No","They are separate","Sometimes","Yes, I have family","Rarely","Never",0,2,0,0,0,-2,-1,-2,0,2,1,1,0,21.4605
"Male",-2,0,0,-2,1,0,1,1,-2,-1,1,-1,1,1,-2,-1,2,2,-2,0,1,-1,1,2,0,-1,2,-1,1,-1,0,-1,0,1,0,-1,2,-1,0,0,0,0,0,-2,-1,1,-2,-1,0,0,-1,-2,-2,1,0,0,1,-2,-2,-2,0,-2,0,0,-1,"No","They conflict","Sometimes","Yes, I have family","More than three times a week","Rarely",1,2,0,1,1,-2,1,-2,-2,-2,0,-1,1,1.53418
"Male",0,0,1,-2,1,0,1,0,0,0,2,-2,1,0,2,1,2,0,1,1,-1,0,0,2,1,1,0,0,-2,1,1,-2,0,-1,-1,0,0,0,0,2,1,1,0,1,1,0,-2,1,-2,2,0,-2,-1,0,0,0,1,-2,0,0,0,-1,0,0,0,"Yes","They are separate","Sometimes","Yes, I have family","At least once a week","Rarely",1,0,2,1,1,-2,-1,-2,-2,1,1,0,0,8.33718
